user name	jhellstr																										
2018/08/21 14:03:59	0.00000000684468837164	2018/08/21 14:04:15	0.00000000001898063130	2018/08/21 14:04:16	0.00000000001161439781	2018/08/21 14:04:32	0.00000000000993854478	2018/08/21 14:04:33	0.00000000020644359833	2018/08/21 14:04:19	0.00000000023274092376	2018/08/21 14:04:20	0.00000000000582707407	2018/08/21 14:04:21	0.00000000049771176069	2018/08/21 14:04:22	0.00000000000118503157	2018/08/21 14:04:23	0.00000000000034345668	2018/08/21 14:04:24	0.00000000000065597397	2018/08/21 14:04:25	0.00000000007985028611	2018/08/21 14:04:26	0.00000000000005557002	2018/08/21 14:04:13	0.00000000000006107207
2018/08/21 14:04:14	0.00000000684676626506	2018/08/21 14:04:30	0.00000000001976288924	2018/08/21 14:04:31	0.00000000001140509041	2018/08/21 14:04:46	0.00000000000944141206	2018/08/21 14:04:47	0.00000000020590404382	2018/08/21 14:04:34	0.00000000023265926685	2018/08/21 14:04:35	0.00000000000596179226	2018/08/21 14:04:36	0.00000000049999737683	2018/08/21 14:04:37	0.00000000000115193239	2018/08/21 14:04:38	0.00000000000034854820	2018/08/21 14:04:39	0.00000000000075515782	2018/08/21 14:04:40	0.00000000007955160142	2018/08/21 14:04:41	0.00000000000005543888	2018/08/21 14:04:27	0.00000000000006508695
2018/08/21 14:04:28	0.00000000685005918655	2018/08/21 14:04:44	0.00000000001889129478	2018/08/21 14:04:45	0.00000000001123117658	2018/08/21 14:05:01	0.00000000000984949188	2018/08/21 14:05:02	0.00000000020712033477	2018/08/21 14:04:49	0.00000000023593133003	2018/08/21 14:04:50	0.00000000000609200841	2018/08/21 14:04:51	0.00000000049966125681	2018/08/21 14:04:52	0.00000000000118569076	2018/08/21 14:04:53	0.00000000000038592385	2018/08/21 14:04:54	0.00000000000071933686	2018/08/21 14:04:55	0.00000000008012664837	2018/08/21 14:04:56	0.00000000000006415804	2018/08/21 14:04:42	0.00000000000005666006
2018/08/21 14:04:43	0.00000000684315759614	2018/08/21 14:04:59	0.00000000001904804786	2018/08/21 14:05:00	0.00000000001157929221	2018/08/21 14:05:16	0.00000000000994442462	2018/08/21 14:05:17	0.00000000020752738417	2018/08/21 14:05:04	0.00000000023660590154	2018/08/21 14:05:04	0.00000000000617799822	2018/08/21 14:05:06	0.00000000050158915910	2018/08/21 14:05:07	0.00000000000119758055	2018/08/21 14:05:08	0.00000000000038378518	2018/08/21 14:05:09	0.00000000000070679373	2018/08/21 14:05:10	0.00000000008049611672	2018/08/21 14:05:11	0.00000000000005258483	2018/08/21 14:04:57	0.00000000000006108699
2018/08/21 14:04:58	0.00000000682740353142	2018/08/21 14:05:14	0.00000000002001436517	2018/08/21 14:05:15	0.00000000001134887843	2018/08/21 14:05:31	0.00000000001038215867	2018/08/21 14:05:32	0.00000000020645642140	2018/08/21 14:05:18	0.00000000023679494476	2018/08/21 14:05:19	0.00000000000602297379	2018/08/21 14:05:20	0.00000000050119830508	2018/08/21 14:05:21	0.00000000000113896750	2018/08/21 14:05:22	0.00000000000032379091	2018/08/21 14:05:24	0.00000000000067375299	2018/08/21 14:05:25	0.00000000008008525093	2018/08/21 14:05:26	0.00000000000006257690	2018/08/21 14:05:12	0.00000000000006198145
2018/08/21 14:05:13	0.00000000684703893583	2018/08/21 14:05:29	0.00000000001967100614	2018/08/21 14:05:30	0.00000000001176802752	2018/08/21 14:05:46	0.00000000001026282097	2018/08/21 14:05:47	0.00000000020633532383	2018/08/21 14:05:33	0.00000000023750323930	2018/08/21 14:05:34	0.00000000000601634931	2018/08/21 14:05:35	0.00000000049925580337	2018/08/21 14:05:36	0.00000000000118366417	2018/08/21 14:05:37	0.00000000000037538578	2018/08/21 14:05:38	0.00000000000069150480	2018/08/21 14:05:39	0.00000000008032238763	2018/08/21 14:05:40	0.00000000000006072600	2018/08/21 14:05:27	0.00000000000005379385
2018/08/21 14:05:28	0.00000000684528389527	2018/08/21 14:05:44	0.00000000001977468016	2018/08/21 14:05:45	0.00000000001138043913	2018/08/21 14:06:01	0.00000000000950610250	2018/08/21 14:06:02	0.00000000020806766032	2018/08/21 14:05:48	0.00000000023870397325	2018/08/21 14:05:49	0.00000000000613343881	2018/08/21 14:05:50	0.00000000050203896595	2018/08/21 14:05:51	0.00000000000109344315	2018/08/21 14:05:52	0.00000000000037438807	2018/08/21 14:05:53	0.00000000000069996054	2018/08/21 14:05:54	0.00000000008036366017	2018/08/21 14:05:55	0.00000000000006528378	2018/08/21 14:05:42	0.00000000000005668308
2018/08/21 14:05:43	0.00000000683960799108	2018/08/21 14:05:59	0.00000000001972360643	2018/08/21 14:06:00	0.00000000001091975642	2018/08/21 14:06:16	0.00000000000962296388	2018/08/21 14:06:17	0.00000000020696437619	2018/08/21 14:06:03	0.00000000024038018798	2018/08/21 14:06:04	0.00000000000599420470	2018/08/21 14:06:05	0.00000000050096915505	2018/08/21 14:06:06	0.00000000000126594579	2018/08/21 14:06:07	0.00000000000035215017	2018/08/21 14:06:08	0.00000000000068637728	2018/08/21 14:06:09	0.00000000008052710582	2018/08/21 14:06:10	0.00000000000006574166	2018/08/21 14:05:57	0.00000000000008182817
2018/08/21 14:05:58	0.00000000684174139565	2018/08/21 14:06:13	0.00000000001986282146	2018/08/21 14:06:14	0.00000000001182717552	2018/08/21 14:06:30	0.00000000001070445208	2018/08/21 14:06:32	0.00000000020844793946	2018/08/21 14:06:18	0.00000000024115232033	2018/08/21 14:06:19	0.00000000000614543832	2018/08/21 14:06:20	0.00000000050062554102	2018/08/21 14:06:21	0.00000000000109216748	2018/08/21 14:06:22	0.00000000000035006405	2018/08/21 14:06:23	0.00000000000071505388	2018/08/21 14:06:24	0.00000000008057197270	2018/08/21 14:06:25	0.00000000000006057259	2018/08/21 14:06:11	0.00000000000006009614
2018/08/21 14:06:12	0.00000000684744572155	2018/08/21 14:06:28	0.00000000001929110864	2018/08/21 14:06:29	0.00000000001150062597	2018/08/21 14:06:46	0.00000000002019870382	2018/08/21 14:06:46	0.00000000052611959234	2018/08/21 14:06:33	0.00000000024000579302	2018/08/21 14:06:34	0.00000000000673211920	2018/08/21 14:06:35	0.00000000055238208452	2018/08/21 14:06:36	0.00000000000130463826	2018/08/21 14:06:37	0.00000000000037008119	2018/08/21 14:06:38	0.00000000000076217076	2018/08/21 14:06:39	0.00000000008273191854	2018/08/21 14:06:40	0.00000000000005462291	2018/08/21 14:06:26	0.00000000000005217737
2018/08/21 14:06:27	0.00000000684564360753	2018/08/21 14:06:43	0.00000000002845149116	2018/08/21 14:06:44	0.00000000001576212598	2018/08/21 14:07:00	0.00000000000701666589	2018/08/21 14:07:01	0.00000000019036759669	2018/08/21 14:06:47	0.00000000027807092740	2018/08/21 14:06:48	0.00000000000598836562	2018/08/21 14:06:50	0.00000000030088240233	2018/08/21 14:06:50	0.00000000000086822249	2018/08/21 14:06:52	0.00000000000024359396	2018/08/21 14:06:53	0.00000000000041805031	2018/08/21 14:06:54	0.00000000004367418927	2018/08/21 14:06:55	0.00000000000005603117	2018/08/21 14:06:41	0.00000000000005217737
2018/08/21 14:06:42	0.00000000712434644612	2018/08/21 14:06:58	0.00000000003206874002	2018/08/21 14:06:59	0.00000000000763862498	2018/08/21 14:07:15	0.00000000000729392154	2018/08/21 14:07:16	0.00000000018721939277	2018/08/21 14:07:02	0.00000000015418225030	2018/08/21 14:07:03	0.00000000000222740381	2018/08/21 14:07:04	0.00000000017076468017	2018/08/21 14:07:05	0.00000000000047372745	2018/08/21 14:07:06	0.00000000000024359396	2018/08/21 14:07:08	0.00000000000030543414	2018/08/21 14:07:09	0.00000000003646550770	2018/08/21 14:07:10	0.00000000000004998212	2018/08/21 14:06:56	0.00000000000004792013
2018/08/21 14:06:57	0.00000000121872234526	2018/08/21 14:07:13	0.00000000003468941107	2018/08/21 14:07:14	0.00000000000739867109	2018/08/21 14:07:30	0.00000000000692653617	2018/08/21 14:07:32	0.00000000018362435183	2018/08/21 14:07:17	0.00000000014351825284	2018/08/21 14:07:18	0.00000000000205028898	2018/08/21 14:07:19	0.00000000016498168109	2018/08/21 14:07:20	0.00000000000044073442	2018/08/21 14:07:21	0.00000000000021186471	2018/08/21 14:07:23	0.00000000000026700080	2018/08/21 14:07:23	0.00000000003572036764	2018/08/21 14:07:24	0.00000000000005366790	2018/08/21 14:07:11	0.00000000000005553030
2018/08/21 14:07:12	0.00000000110028219868	2018/08/21 14:07:28	0.00000000003561207579	2018/08/21 14:07:29	0.00000000000723240825	2018/08/21 14:07:45	0.00000000000675978327	2018/08/21 14:07:46	0.00000000018221696374	2018/08/21 14:07:32	0.00000000013863740711	2018/08/21 14:07:33	0.00000000000206408285	2018/08/21 14:07:34	0.00000000016236863243	2018/08/21 14:07:35	0.00000000000048170625	2018/08/21 14:07:36	0.00000000000021009555	2018/08/21 14:07:37	0.00000000000027961642	2018/08/21 14:07:38	0.00000000003510162647	2018/08/21 14:07:39	0.00000000000005310343	2018/08/21 14:07:25	0.00000000000005615016
2018/08/21 14:07:27	0.00000000110028219868	2018/08/21 14:07:42	0.00000000003597676324	2018/08/21 14:07:43	0.00000000000777236261	2018/08/21 14:08:00	0.00000000000692124309	2018/08/21 14:08:01	0.00000000018296132664	2018/08/21 14:07:47	0.00000000013635383100	2018/08/21 14:07:48	0.00000000000193869985	2018/08/21 14:07:49	0.00000000016100219769	2018/08/21 14:07:50	0.00000000000048916220	2018/08/21 14:07:51	0.00000000000019305418	2018/08/21 14:07:52	0.00000000000027961642	2018/08/21 14:07:53	0.00000000003406999335	2018/08/21 14:07:54	0.00000000000004709418	2018/08/21 14:07:40	0.00000000000005379837
2018/08/21 14:07:41	0.00000000109787912095	2018/08/21 14:07:57	0.00000000003557693376	2018/08/21 14:07:58	0.00000000000716376611	2018/08/21 14:08:14	0.00000000000681504679	2018/08/21 14:08:15	0.00000000017979180644	2018/08/21 14:08:01	0.00000000013518958175	2018/08/21 14:08:03	0.00000000000197624534	2018/08/21 14:08:04	0.00000000015844210666	2018/08/21 14:08:05	0.00000000000041403317	2018/08/21 14:08:06	0.00000000000018198877	2018/08/21 14:08:07	0.00000000000028033530	2018/08/21 14:08:08	0.00000000003364973925	2018/08/21 14:08:09	0.00000000000005744068	2018/08/21 14:07:55	0.00000000000004924946
2018/08/21 14:07:56	0.00000000109731168596	2018/08/21 14:08:12	0.00000000003583518898	2018/08/21 14:08:13	0.00000000000733331278	2018/08/21 14:08:29	0.00000000000701725353	2018/08/21 14:08:30	0.00000000017943498076	2018/08/21 14:08:16	0.00000000013284930100	2018/08/21 14:08:17	0.00000000000201182690	2018/08/21 14:08:18	0.00000000015725354352	2018/08/21 14:08:20	0.00000000000046927105	2018/08/21 14:08:21	0.00000000000022962220	2018/08/21 14:08:22	0.00000000000029050048	2018/08/21 14:08:23	0.00000000003342437785	2018/08/21 14:08:24	0.00000000000004836817	2018/08/21 14:08:10	0.00000000000004907107
2018/08/21 14:08:11	0.00000000109813957927	2018/08/21 14:08:27	0.00000000003645799634	2018/08/21 14:08:28	0.00000000000700652340	2018/08/21 14:08:44	0.00000000000676983252	2018/08/21 14:08:45	0.00000000017897097693	2018/08/21 14:08:31	0.00000000013142097133	2018/08/21 14:08:32	0.00000000000198931518	2018/08/21 14:08:33	0.00000000015557401201	2018/08/21 14:08:35	0.00000000000048017151	2018/08/21 14:08:35	0.00000000000018868846	2018/08/21 14:08:37	0.00000000000029504345	2018/08/21 14:08:38	0.00000000003308364693	2018/08/21 14:08:39	0.00000000000005203916	2018/08/21 14:08:25	0.00000000000005694624
2018/08/21 14:08:26	0.00000000110362019523	2018/08/21 14:08:42	0.00000000003634742160	2018/08/21 14:08:43	0.00000000000719796618	2018/08/21 14:08:59	0.00000000000687652236	2018/08/21 14:09:00	0.00000000017795212526	2018/08/21 14:08:46	0.00000000013014467282	2018/08/21 14:08:47	0.00000000000198528043	2018/08/21 14:08:48	0.00000000015540581322	2018/08/21 14:08:49	0.00000000000046151304	2018/08/21 14:08:50	0.00000000000020728098	2018/08/21 14:08:51	0.00000000000023589887	2018/08/21 14:08:52	0.00000000003319671621	2018/08/21 14:08:54	0.00000000000005877944	2018/08/21 14:08:40	0.00000000000005861114
2018/08/21 14:08:41	0.00000000110373710172	2018/08/21 14:08:57	0.00000000003660064266	2018/08/21 14:08:58	0.00000000000705873250	2018/08/21 14:09:14	0.00000000000697774824	2018/08/21 14:09:15	0.00000000017795312446	2018/08/21 14:09:01	0.00000000012911338665	2018/08/21 14:09:02	0.00000000000197764353	2018/08/21 14:09:03	0.00000000015354842398	2018/08/21 14:09:04	0.00000000000051297296	2018/08/21 14:09:05	0.00000000000018235561	2018/08/21 14:09:06	0.00000000000032044896	2018/08/21 14:09:07	0.00000000003243297297	2018/08/21 14:09:08	0.00000000000005680274	2018/08/21 14:08:55	0.00000000000005540946
2018/08/21 14:08:56	0.00000000110287667887	2018/08/21 14:09:11	0.00000000003578711980	2018/08/21 14:09:13	0.00000000000754556313	2018/08/21 14:09:28	0.00000000000703140671	2018/08/21 14:09:29	0.00000000017727616597	2018/08/21 14:09:16	0.00000000012803676175	2018/08/21 14:09:17	0.00000000000186105948	2018/08/21 14:09:18	0.00000000015302971390	2018/08/21 14:09:19	0.00000000000048241126	2018/08/21 14:09:20	0.00000000000017137576	2018/08/21 14:09:21	0.00000000000031314930	2018/08/21 14:09:22	0.00000000003254800596	2018/08/21 14:09:23	0.00000000000004893877	2018/08/21 14:09:09	0.00000000000005438743
2018/08/21 14:09:10	0.00000000110757214511	2018/08/21 14:09:26	0.00000000003587611111	2018/08/21 14:09:27	0.00000000000722552660	2018/08/21 14:09:43	0.00000000000709813762	2018/08/21 14:09:44	0.00000000017590244539	2018/08/21 14:09:30	0.00000000012717464581	2018/08/21 14:09:31	0.00000000000199932996	2018/08/21 14:09:33	0.00000000015450765667	2018/08/21 14:09:34	0.00000000000042456205	2018/08/21 14:09:35	0.00000000000020928120	2018/08/21 14:09:36	0.00000000000026614748	2018/08/21 14:09:37	0.00000000003171548787	2018/08/21 14:09:38	0.00000000000005562232	2018/08/21 14:09:24	0.00000000000005824856
2018/08/21 14:09:25	0.00000000110263320696	2018/08/21 14:09:41	0.00000000003593332923	2018/08/21 14:09:42	0.00000000000744806040	2018/08/21 14:09:58	0.00000000000692418518	2018/08/21 14:09:59	0.00000000017553926368	2018/08/21 14:09:45	0.00000000012610472389	2018/08/21 14:09:46	0.00000000000189330496	2018/08/21 14:09:47	0.00000000015319394364	2018/08/21 14:09:48	0.00000000000040979256	2018/08/21 14:09:50	0.00000000000019924482	2018/08/21 14:09:51	0.00000000000026828512	2018/08/21 14:09:52	0.00000000003164126253	2018/08/21 14:09:53	0.00000000000004678017	2018/08/21 14:09:39	0.00000000000004209939
2018/08/21 14:09:40	0.00000000110722264690	2018/08/21 14:09:56	0.00000000003525051778	2018/08/21 14:09:57	0.00000000000713496710	2018/08/21 14:10:13	0.00000000000684733823	2018/08/21 14:10:14	0.00000000017707729727	2018/08/21 14:10:00	0.00000000012520105785	2018/08/21 14:10:01	0.00000000000194229854	2018/08/21 14:10:02	0.00000000015215242954	2018/08/21 14:10:03	0.00000000000042154214	2018/08/21 14:10:05	0.00000000000018173973	2018/08/21 14:10:05	0.00000000000025858978	2018/08/21 14:10:06	0.00000000003166674215	2018/08/21 14:10:08	0.00000000000004354338	2018/08/21 14:09:54	0.00000000000006157845
2018/08/21 14:09:55	0.00000000110683950894	2018/08/21 14:10:11	0.00000000003597771386	2018/08/21 14:10:12	0.00000000000750951818	2018/08/21 14:10:28	0.00000000000691695486	2018/08/21 14:10:29	0.00000000017475922098	2018/08/21 14:10:15	0.00000000012445321163	2018/08/21 14:10:16	0.00000000000187150209	2018/08/21 14:10:17	0.00000000015199491665	2018/08/21 14:10:18	0.00000000000046630066	2018/08/21 14:10:19	0.00000000000018945843	2018/08/21 14:10:20	0.00000000000029159997	2018/08/21 14:10:21	0.00000000003121767081	2018/08/21 14:10:22	0.00000000000006176731	2018/08/21 14:10:09	0.00000000000006114126
2018/08/21 14:10:10	0.00000000110668751940	2018/08/21 14:10:26	0.00000000003658159192	2018/08/21 14:10:27	0.00000000000709069132	2018/08/21 14:10:43	0.00000000000700582994	2018/08/21 14:10:44	0.00000000017417657594	2018/08/21 14:10:30	0.00000000012238843272	2018/08/21 14:10:31	0.00000000000189097544	2018/08/21 14:10:32	0.00000000015052185887	2018/08/21 14:10:33	0.00000000000039652423	2018/08/21 14:10:34	0.00000000000022837865	2018/08/21 14:10:35	0.00000000000025916023	2018/08/21 14:10:36	0.00000000003144195321	2018/08/21 14:10:37	0.00000000000005621426	2018/08/21 14:10:23	0.00000000000005583339
2018/08/21 14:10:25	0.00000000110830455924	2018/08/21 14:10:40	0.00000000003571347038	2018/08/21 14:10:41	0.00000000000717269039	2018/08/21 14:13:19	0.00000000000686062318	2018/08/21 14:13:20	0.00000000017337795089	2018/08/21 14:10:45	0.00000000012339516908	2018/08/21 14:10:46	0.00000000000192341997	2018/08/21 14:10:47	0.00000000015143868104	2018/08/21 14:10:48	0.00000000000043878977	2018/08/21 14:10:49	0.00000000000017570491	2018/08/21 14:10:50	0.00000000000027322526	2018/08/21 14:10:51	0.00000000003092107473	2018/08/21 14:10:52	0.00000000000005586466	2018/08/21 14:10:38	0.00000000000004894762
2018/08/21 14:10:39	0.00000000110389564156	2018/08/21 14:10:56	0.00000000000000000000	2018/08/21 14:10:56	0.00000000000000000000	2018/08/21 14:13:34	0.00000000000686062318	2018/08/21 14:13:35	0.00000000017234887129	2018/08/21 14:13:21	0.00000000011835243896	2018/08/21 14:13:22	0.00000000000185770930	2018/08/21 14:13:23	0.00000000014794930558	2018/08/21 14:13:24	0.00000000000043410851	2018/08/21 14:13:25	0.00000000000022481774	2018/08/21 14:13:26	0.00000000000025010574	2018/08/21 14:13:28	0.00000000003013968589	2018/08/21 14:13:29	0.00000000000004438010	2018/08/21 14:10:53	0.00000000000004759171
2018/08/21 14:10:55	0.00000000110876219317	2018/08/21 14:13:17	0.00000000003599949158	2018/08/21 14:13:18	0.00000000000736932477	2018/08/21 14:13:49	0.00000000000702278990	2018/08/21 14:13:50	0.00000000017134396679	2018/08/21 14:13:36	0.00000000011823199364	2018/08/21 14:13:37	0.00000000000172611795	2018/08/21 14:13:38	0.00000000014773261781	2018/08/21 14:13:39	0.00000000000037949749	2018/08/21 14:13:40	0.00000000000016597070	2018/08/21 14:13:41	0.00000000000021611232	2018/08/21 14:13:42	0.00000000002914624792	2018/08/21 14:13:43	0.00000000000005015156	2018/08/21 14:13:30	0.00000000000006119093
2018/08/21 14:13:16	0.00000000112778653083	2018/08/21 14:13:32	0.00000000003633230522	2018/08/21 14:13:33	0.00000000000736932477	2018/08/21 14:14:04	0.00000000000690187968	2018/08/21 14:14:05	0.00000000017175605382	2018/08/21 14:13:51	0.00000000011833749258	2018/08/21 14:13:52	0.00000000000183477951	2018/08/21 14:13:53	0.00000000014638670831	2018/08/21 14:13:54	0.00000000000042572657	2018/08/21 14:13:55	0.00000000000019393805	2018/08/21 14:13:56	0.00000000000028520524	2018/08/21 14:13:57	0.00000000002918505021	2018/08/21 14:13:58	0.00000000000006021471	2018/08/21 14:13:44	0.00000000000007011025
2018/08/21 14:13:31	0.00000000112030695831	2018/08/21 14:13:47	0.00000000003566635182	2018/08/21 14:13:48	0.00000000000699738488	2018/08/21 14:14:18	0.00000000000717991291	2018/08/21 14:14:19	0.00000000017049694989	2018/08/21 14:14:06	0.00000000011775166953	2018/08/21 14:14:07	0.00000000000183335617	2018/08/21 14:14:08	0.00000000014633023959	2018/08/21 14:14:09	0.00000000000042330083	2018/08/21 14:14:10	0.00000000000020860718	2018/08/21 14:14:11	0.00000000000026786803	2018/08/21 14:14:12	0.00000000002908956930	2018/08/21 14:14:13	0.00000000000004695702	2018/08/21 14:13:59	0.00000000000005647249
2018/08/21 14:13:45	0.00000000111686726534	2018/08/21 14:14:01	0.00000000003525707504	2018/08/21 14:14:02	0.00000000000706013720	2018/08/21 14:14:33	0.00000000000687712604	2018/08/21 14:14:34	0.00000000017142978703	2018/08/21 14:14:20	0.00000000011743662987	2018/08/21 14:14:22	0.00000000000163449278	2018/08/21 14:14:23	0.00000000014501512491	2018/08/21 14:14:24	0.00000000000040717611	2018/08/21 14:14:25	0.00000000000018240171	2018/08/21 14:14:26	0.00000000000028532702	2018/08/21 14:14:27	0.00000000002944298971	2018/08/21 14:14:28	0.00000000000004684428	2018/08/21 14:14:14	0.00000000000005223184
2018/08/21 14:14:00	0.00000000111692655125	2018/08/21 14:14:16	0.00000000003593030040	2018/08/21 14:14:17	0.00000000000710558088	2018/08/21 14:14:48	0.00000000000674438196	2018/08/21 14:14:49	0.00000000017142978703	2018/08/21 14:14:35	0.00000000011534705135	2018/08/21 14:14:36	0.00000000000184277528	2018/08/21 14:14:37	0.00000000014387115110	2018/08/21 14:14:38	0.00000000000041152541	2018/08/21 14:14:40	0.00000000000020311759	2018/08/21 14:14:41	0.00000000000027057932	2018/08/21 14:14:42	0.00000000002829711986	2018/08/21 14:14:43	0.00000000000005556008	2018/08/21 14:14:29	0.00000000000007245392
2018/08/21 14:14:15	0.00000000111849707274	2018/08/21 14:14:31	0.00000000003634069087	2018/08/21 14:14:32	0.00000000000714695273	2018/08/21 14:15:03	0.00000000000696138069	2018/08/21 14:15:04	0.00000000016968354499	2018/08/21 14:14:50	0.00000000011441286113	2018/08/21 14:14:51	0.00000000000176234082	2018/08/21 14:14:52	0.00000000014382751934	2018/08/21 14:14:53	0.00000000000046539346	2018/08/21 14:14:54	0.00000000000018917375	2018/08/21 14:14:55	0.00000000000026461781	2018/08/21 14:14:56	0.00000000002895539711	2018/08/21 14:14:58	0.00000000000005063927	2018/08/21 14:14:44	0.00000000000005314902
